n1,n2,etype
P596295,C3594,PC
P596296,C3594,PC
P596298,C3594,PC
P596299,C3594,PC
P596303,C3594,PC
P596304,C3594,PC
P596305,C3594,PC
P596306,C3594,PC
P596307,C3594,PC
P596308,C3594,PC
P596314,C3594,PC
P596315,C3594,PC
P596320,C3594,PC
P596321,C3594,PC
P596326,C3594,PC
P596329,C3594,PC
P596330,C3594,PC
P596331,C3594,PC
P596332,C3594,PC
P596333,C3594,PC
P596334,C3594,PC
P596335,C3594,PC
P596336,C3594,PC
P596337,C3594,PC
P596338,C3594,PC
P596345,C3594,PC
P596346,C3594,PC
P596347,C3594,PC
P596352,C3594,PC
P596355,C3594,PC
P596357,C3594,PC
P596362,C3594,PC
P596363,C3594,PC
P596365,C3594,PC
P596366,C3594,PC
P596369,C3594,PC
P596370,C3594,PC
P596373,C3594,PC
P596375,C3594,PC
P596376,C3594,PC
P596377,C3594,PC
P596381,C3594,PC
P596382,C3594,PC
P596383,C3594,PC
P596384,C3594,PC
P596385,C3594,PC
P596386,C3594,PC
P596387,C3594,PC
P596388,C3594,PC
P596389,C3594,PC
P596390,C3594,PC
P596391,C3594,PC
P596392,C3594,PC
P596393,C3594,PC
P596394,C3594,PC
P596397,C3594,PC
P596398,C3594,PC
P596399,C3594,PC
P596401,C3594,PC
P596402,C3594,PC
P596404,C3594,PC
P596405,C3594,PC
P596406,C3594,PC
P596407,C3594,PC
P596408,C3594,PC
P596409,C3594,PC
P596410,C3594,PC
P596411,C3594,PC
P596412,C3594,PC
P596413,C3594,PC
P596414,C3594,PC
P596415,C3594,PC
P596419,C3594,PC
P596420,C3594,PC
P596421,C3594,PC
P596422,C3594,PC
P596425,C3594,PC
P596426,C3594,PC
P596429,C3594,PC
P596433,C3594,PC
P596434,C3594,PC
P596435,C3594,PC
P596436,C3594,PC
P596439,C3594,PC
P596442,C3594,PC
P596445,C3594,PC
P596450,C3594,PC
P596451,C3594,PC
P596452,C3594,PC
P596453,C3594,PC
P596455,C3594,PC
P596456,C3594,PC
P596457,C3594,PC
P596458,C3594,PC
P596461,C3594,PC
P596462,C3594,PC
P596465,C3594,PC
P596469,C3594,PC
P596470,C3594,PC
P596472,C3594,PC
P596473,C3594,PC
P596476,C3594,PC
P596477,C3594,PC
P596478,C3594,PC
P596479,C3594,PC
P596481,C3594,PC
P596483,C3594,PC
P596484,C3594,PC
P596485,C3594,PC
P596486,C3594,PC
P596489,C3594,PC
P596490,C3594,PC
P596491,C3594,PC
P596492,C3594,PC
P596500,C3594,PC
P596503,C3594,PC
P596505,C3594,PC
P596506,C3594,PC
P596507,C3594,PC
P596512,C3594,PC
P596513,C3594,PC
P596514,C3594,PC
P596518,C3594,PC
P596519,C3594,PC
P596521,C3594,PC
P596522,C3594,PC
P596523,C3594,PC
P596524,C3594,PC
P596525,C3594,PC
P596527,C3594,PC
P596539,C3594,PC
P596541,C3594,PC
P596542,C3594,PC
P596543,C3594,PC
P596545,C3594,PC
P596547,C3594,PC
P596548,C3594,PC
P596549,C3594,PC
P596550,C3594,PC
P596551,C3594,PC
P596552,C3594,PC
P596554,C3594,PC
P596557,C3594,PC
P596562,C3594,PC
P596563,C3594,PC
P596565,C3594,PC
P596567,C3594,PC
P596570,C3594,PC
P596572,C3594,PC
P596573,C3594,PC
P596574,C3594,PC
P596575,C3594,PC
P596576,C3594,PC
P596577,C3594,PC
P596578,C3594,PC
P596579,C3594,PC
P596582,C3594,PC
P596583,C3594,PC
P596584,C3594,PC
P596585,C3594,PC
P596587,C3594,PC
P596588,C3594,PC
P596589,C3594,PC
P596590,C3594,PC
P596591,C3594,PC
P596593,C3594,PC
P596595,C3594,PC
P596596,C3594,PC
P596597,C3594,PC
P596600,C3594,PC
P596602,C3594,PC
P596609,C3594,PC
P596612,C3594,PC
P596613,C3594,PC
P596616,C3594,PC
P596619,C3594,PC
P596622,C3594,PC
P596623,C3594,PC
P596625,C3594,PC
P596626,C3594,PC
P596631,C3594,PC
P596632,C3594,PC
P596633,C3594,PC
P596634,C3594,PC
P596635,C3594,PC
P596637,C3594,PC
P596640,C3594,PC
P596641,C3594,PC
P596643,C3594,PC
P596644,C3594,PC
P596645,C3594,PC
P596646,C3594,PC
P596649,C3594,PC
P596650,C3594,PC
P596655,C3594,PC
P596656,C3594,PC
P596657,C3594,PC
P596658,C3594,PC
P596661,C3594,PC
P596663,C3594,PC
P596664,C3594,PC
P596665,C3594,PC
P596666,C3594,PC
P596669,C3594,PC
P596670,C3594,PC
P596671,C3594,PC
P596672,C3594,PC
P596673,C3594,PC
P596674,C3594,PC
P596675,C3594,PC
P596676,C3594,PC
P596677,C3594,PC
P596678,C3594,PC
P596680,C3594,PC
P596681,C3594,PC
P596683,C3594,PC
P596684,C3594,PC
P596686,C3594,PC
P596687,C3594,PC
P596688,C3594,PC
P596689,C3594,PC
P596690,C3594,PC
P596692,C3594,PC
P596693,C3594,PC
P596694,C3594,PC
P596697,C3594,PC
P596698,C3594,PC
P596699,C3594,PC
P596700,C3594,PC
P596702,C3594,PC
P596705,C3594,PC
P596711,C3594,PC
P596712,C3594,PC
P596713,C3594,PC
P596714,C3594,PC
P596718,C3594,PC
P596719,C3594,PC
P596720,C3594,PC
P596721,C3594,PC
P596722,C3594,PC
P596723,C3594,PC
P596724,C3594,PC
P596726,C3594,PC
P596727,C3594,PC
P596728,C3594,PC
P596734,C3594,PC
P596735,C3594,PC
P596736,C3594,PC
P596737,C3594,PC
P596738,C3594,PC
P596739,C3594,PC
P596744,C3594,PC
P596746,C3594,PC
P596750,C3594,PC
P596753,C3594,PC
P596754,C3594,PC
P596755,C3594,PC
P596757,C3594,PC
P596761,C3594,PC
P596762,C3594,PC
P596763,C3594,PC
P596767,C3594,PC
P596771,C3594,PC
P596772,C3594,PC
P596773,C3594,PC
P596776,C3594,PC
P596777,C3594,PC
P596778,C3594,PC
P596779,C3594,PC
P596780,C3594,PC
P596781,C3594,PC
P596782,C3594,PC
P596783,C3594,PC
P596784,C3594,PC
P596786,C3594,PC
P596789,C3594,PC
P596793,C3594,PC
P596797,C3594,PC
P596801,C3594,PC
P596804,C3594,PC
P596806,C3594,PC
P596808,C3594,PC
P596809,C3594,PC
P596810,C3594,PC
P596815,C3594,PC
P596816,C3594,PC
P596817,C3594,PC
P596818,C3594,PC
P596819,C3594,PC
P596820,C3594,PC
P596821,C3594,PC
P596822,C3594,PC
P596823,C3594,PC
P596824,C3594,PC
P596825,C3594,PC
P596827,C3594,PC
P596831,C3594,PC
P596832,C3594,PC
P596834,C3594,PC
P596839,C3594,PC
P596841,C3594,PC
P596842,C3594,PC
P596843,C3594,PC
P596845,C3594,PC
P596852,C3594,PC
P596855,C3594,PC
P596857,C3594,PC
P596858,C3594,PC
P596859,C3594,PC
P596861,C3594,PC
P596862,C3594,PC
P596863,C3594,PC
P596864,C3594,PC
P596865,C3594,PC
P596866,C3594,PC
P596868,C3594,PC
P596869,C3594,PC
P596870,C3594,PC
P596871,C3594,PC
P596872,C3594,PC
P596873,C3594,PC
P596874,C3594,PC
P596878,C3594,PC
P596879,C3594,PC
P596880,C3594,PC
P596881,C3594,PC
P596882,C3594,PC
P596883,C3594,PC
P596885,C3594,PC
P596886,C3594,PC
P596887,C3594,PC
P596888,C3594,PC
P596892,C3594,PC
P596897,C3594,PC
P596900,C3594,PC
P596901,C3594,PC
P596902,C3594,PC
P596903,C3594,PC
P596905,C3594,PC
P596907,C3594,PC
P596910,C3594,PC
P596912,C3594,PC
P596913,C3594,PC
P596914,C3594,PC
P596919,C3594,PC
P596920,C3594,PC
P596922,C3594,PC
P596923,C3594,PC
P596927,C3594,PC
P596931,C3594,PC
P596932,C3594,PC
P596934,C3594,PC
P596935,C3594,PC
P596937,C3594,PC
P596938,C3594,PC
P596940,C3594,PC
P596942,C3594,PC
P596943,C3594,PC
P596944,C3594,PC
P596946,C3594,PC
P596948,C3594,PC
P596950,C3594,PC
P596951,C3594,PC
P596952,C3594,PC
P596953,C3594,PC
P596957,C3594,PC
P596960,C3594,PC
P596966,C3594,PC
P596967,C3594,PC
P596969,C3594,PC
P596970,C3594,PC
P596973,C3594,PC
P596974,C3594,PC
P596975,C3594,PC
P596976,C3594,PC
P596979,C3594,PC
P596981,C3594,PC
P596982,C3594,PC
P596983,C3594,PC
P596984,C3594,PC
P596988,C3594,PC
P596989,C3594,PC
P596993,C3594,PC
P596994,C3594,PC
P596995,C3594,PC
P596997,C3594,PC
P596998,C3594,PC
P596999,C3594,PC
P597002,C3594,PC
P597003,C3594,PC
P597005,C3594,PC
P597007,C3594,PC
P597008,C3594,PC
P597009,C3594,PC
P597011,C3594,PC
P597012,C3594,PC
P597013,C3594,PC
P597014,C3594,PC
P597015,C3594,PC
P597016,C3594,PC
P597019,C3594,PC
P597020,C3594,PC
P597021,C3594,PC
P597024,C3594,PC
P597025,C3594,PC
P597026,C3594,PC
P597027,C3594,PC
P597028,C3594,PC
P597029,C3594,PC
P597030,C3594,PC
P597031,C3594,PC
P597032,C3594,PC
P597034,C3594,PC
P597035,C3594,PC
P597036,C3594,PC
P597037,C3594,PC
P597040,C3594,PC
P597041,C3594,PC
P597043,C3594,PC
P597049,C3594,PC
P597050,C3594,PC
P597051,C3594,PC
P597052,C3594,PC
P597053,C3594,PC
P597055,C3594,PC
P597056,C3594,PC
P597059,C3594,PC
P597060,C3594,PC
P597061,C3594,PC
P597066,C3594,PC
P597067,C3594,PC
P597068,C3594,PC
P597073,C3594,PC
P597074,C3594,PC
P597075,C3594,PC
P597076,C3594,PC
P597077,C3594,PC
P597080,C3594,PC
P597081,C3594,PC
P597088,C3594,PC
P597092,C3594,PC
P597093,C3594,PC
P597094,C3594,PC
P597095,C3594,PC
P597098,C3594,PC
P597100,C3594,PC
P597102,C3594,PC
P597105,C3594,PC
P597106,C3594,PC
P597107,C3594,PC
P597109,C3594,PC
P597110,C3594,PC
P597113,C3594,PC
P597117,C3594,PC
P597118,C3594,PC
P597119,C3594,PC
P597120,C3594,PC
P597121,C3594,PC
P597124,C3594,PC
P597126,C3594,PC
P597127,C3594,PC
P597128,C3594,PC
P597130,C3594,PC
P597131,C3594,PC
P597132,C3594,PC
P597133,C3594,PC
P597134,C3594,PC
P597138,C3594,PC
P597139,C3594,PC
P597141,C3594,PC
P597142,C3594,PC
P597143,C3594,PC
P597144,C3594,PC
P597147,C3594,PC
P597148,C3594,PC
P597149,C3594,PC
P597153,C3594,PC
P597157,C3594,PC
P597158,C3594,PC
P597160,C3594,PC
P597161,C3594,PC
P597162,C3594,PC
P597163,C3594,PC
P597164,C3594,PC
P597165,C3594,PC
P597166,C3594,PC
P597171,C3594,PC
P597173,C3594,PC
P597174,C3594,PC
P597175,C3594,PC
P597176,C3594,PC
P597177,C3594,PC
P597178,C3594,PC
P597179,C3594,PC
P597184,C3594,PC
P597189,C3594,PC
P597190,C3594,PC
P597192,C3594,PC
P597193,C3594,PC
P597198,C3594,PC
P597199,C3594,PC
P597204,C3594,PC
P597205,C3594,PC
P597208,C3594,PC
P597216,C3594,PC
P597217,C3594,PC
P597225,C3594,PC
P597228,C3594,PC
P597229,C3594,PC
P597230,C3594,PC
P597231,C3594,PC
P597234,C3594,PC
P597237,C3594,PC
P597238,C3594,PC
P597239,C3594,PC
P597240,C3594,PC
P597241,C3594,PC
P597242,C3594,PC
P597243,C3594,PC
P597247,C3594,PC
P597248,C3594,PC
P597253,C3594,PC
P597254,C3594,PC
P597255,C3594,PC
P597256,C3594,PC
P597257,C3594,PC
P597258,C3594,PC
P597259,C3594,PC
P597260,C3594,PC
P597261,C3594,PC
P597262,C3594,PC
P597263,C3594,PC
P597264,C3594,PC
P597265,C3594,PC
P597266,C3594,PC
P597267,C3594,PC
P597268,C3594,PC
P597269,C3594,PC
P597270,C3594,PC
P597272,C3594,PC
P597275,C3594,PC
P597276,C3594,PC
P597277,C3594,PC
P597278,C3594,PC
P597279,C3594,PC
P597281,C3594,PC
P597287,C3594,PC
P597288,C3594,PC
P597289,C3594,PC
P597290,C3594,PC
P597291,C3594,PC
P597292,C3594,PC
P597293,C3594,PC
P597294,C3594,PC
P597295,C3594,PC
P597296,C3594,PC
P597297,C3594,PC
P597298,C3594,PC
P597300,C3594,PC
P597304,C3594,PC
P597306,C3594,PC
P597307,C3594,PC
P597309,C3594,PC
P597312,C3594,PC
P597313,C3594,PC
P597314,C3594,PC
P597315,C3594,PC
P597316,C3594,PC
P597317,C3594,PC
P597318,C3594,PC
P597319,C3594,PC
P597320,C3594,PC
P597326,C3594,PC
P597329,C3594,PC
P597332,C3594,PC
P597333,C3594,PC
P597335,C3594,PC
P597336,C3594,PC
P597338,C3594,PC
P597341,C3594,PC
P597343,C3594,PC
P597346,C3594,PC
P597350,C3594,PC
P597351,C3594,PC
P597353,C3594,PC
P597354,C3594,PC
P597355,C3594,PC
P597357,C3594,PC
P597359,C3594,PC
P597360,C3594,PC
P597362,C3594,PC
P597364,C3594,PC
P597369,C3594,PC
P597370,C3594,PC
P597371,C3594,PC
P597372,C3594,PC
P597373,C3594,PC
P597374,C3594,PC
P597375,C3594,PC
P597376,C3594,PC
P597377,C3594,PC
P597378,C3594,PC
P597379,C3594,PC
P597380,C3594,PC
P597381,C3594,PC
P597382,C3594,PC
P597383,C3594,PC
P597385,C3594,PC
P597388,C3594,PC
P597392,C3594,PC
P597394,C3594,PC
P597396,C3594,PC
P597401,C3594,PC
P597402,C3594,PC
P597403,C3594,PC
P597406,C3594,PC
P597407,C3594,PC
P597408,C3594,PC
P597411,C3594,PC
P597412,C3594,PC
P597413,C3594,PC
P597414,C3594,PC
P597415,C3594,PC
P597417,C3594,PC
P597421,C3594,PC
P597427,C3594,PC
P597428,C3594,PC
P597430,C3594,PC
P597433,C3594,PC
P597436,C3594,PC
P597438,C3594,PC
P597439,C3594,PC
P597440,C3594,PC
P597441,C3594,PC
P597442,C3594,PC
P597443,C3594,PC
P597444,C3594,PC
P597446,C3594,PC
P597449,C3594,PC
P597450,C3594,PC
P597451,C3594,PC
P597455,C3594,PC
P597458,C3594,PC
P597459,C3594,PC
P597460,C3594,PC
P597461,C3594,PC
P597464,C3594,PC
P597465,C3594,PC
P597466,C3594,PC
P597468,C3594,PC
P597470,C3594,PC
P597473,C3594,PC
P597474,C3594,PC
P597475,C3594,PC
P597478,C3594,PC
P597479,C3594,PC
P597480,C3594,PC
P597481,C3594,PC
P597484,C3594,PC
P597486,C3594,PC
P597487,C3594,PC
P597489,C3594,PC
P597491,C3594,PC
P597492,C3594,PC
P597494,C3594,PC
P597495,C3594,PC
P597496,C3594,PC
P597500,C3594,PC
P597501,C3594,PC
P597502,C3594,PC
P597503,C3594,PC
P597504,C3594,PC
P597510,C3594,PC
P597511,C3594,PC
P597514,C3594,PC
P597515,C3594,PC
P597516,C3594,PC
P597517,C3594,PC
P597518,C3594,PC
P597520,C3594,PC
P597521,C3594,PC
P597522,C3594,PC
P597523,C3594,PC
P597524,C3594,PC
P597525,C3594,PC
P597526,C3594,PC
P597528,C3594,PC
P597529,C3594,PC
P597534,C3594,PC
P597536,C3594,PC
P597537,C3594,PC
P597538,C3594,PC
P597542,C3594,PC
P597543,C3594,PC
P597544,C3594,PC
P597547,C3594,PC
P597551,C3594,PC
P597554,C3594,PC
P597558,C3594,PC
P597559,C3594,PC
P597560,C3594,PC
P597561,C3594,PC
P597569,C3594,PC
P597571,C3594,PC
P597572,C3594,PC
P597573,C3594,PC
P597574,C3594,PC
P597575,C3594,PC
P597576,C3594,PC
P597577,C3594,PC
P597578,C3594,PC
P597579,C3594,PC
P597580,C3594,PC
P597581,C3594,PC
P597582,C3594,PC
P597583,C3594,PC
P597585,C3594,PC
P597587,C3594,PC
P597588,C3594,PC
P597589,C3594,PC
P597590,C3594,PC
P597591,C3594,PC
P597593,C3594,PC
P597595,C3594,PC
P597596,C3594,PC
P597598,C3594,PC
P597599,C3594,PC
P597600,C3594,PC
P597601,C3594,PC
P597603,C3594,PC
P597605,C3594,PC
P597606,C3594,PC
P597610,C3594,PC
P597611,C3594,PC
P597613,C3594,PC
P597615,C3594,PC
P597618,C3594,PC
P597620,C3594,PC
P597621,C3594,PC
P597622,C3594,PC
P597624,C3594,PC
P597625,C3594,PC
P597626,C3594,PC
P597627,C3594,PC
P597630,C3594,PC
P597633,C3594,PC
P597634,C3594,PC
P597635,C3594,PC
P597637,C3594,PC
P597640,C3594,PC
P597641,C3594,PC
P597642,C3594,PC
P597643,C3594,PC
P597645,C3594,PC
P597646,C3594,PC
P597647,C3594,PC
P597648,C3594,PC
P597649,C3594,PC
P597650,C3594,PC
P597651,C3594,PC
P597653,C3594,PC
P597654,C3594,PC
P597655,C3594,PC
P597657,C3594,PC
P597658,C3594,PC
P597659,C3594,PC
P597660,C3594,PC
P597661,C3594,PC
P597662,C3594,PC
P597663,C3594,PC
P597665,C3594,PC
P597666,C3594,PC
P597667,C3594,PC
P597668,C3594,PC
P597669,C3594,PC
P597670,C3594,PC
P597672,C3594,PC
P597674,C3594,PC
P597675,C3594,PC
P597677,C3594,PC
P597679,C3594,PC
P597680,C3594,PC
P597682,C3594,PC
P597683,C3594,PC
P597684,C3594,PC
P597685,C3594,PC
P597687,C3594,PC
P597688,C3594,PC
P597689,C3594,PC
P597691,C3594,PC
P597692,C3594,PC
P597693,C3594,PC
P597694,C3594,PC
P597697,C3594,PC
P597700,C3594,PC
P597702,C3594,PC
P597704,C3594,PC
P597705,C3594,PC
P597706,C3594,PC
P597708,C3594,PC
P597709,C3594,PC
P597710,C3594,PC
P597712,C3594,PC
P597713,C3594,PC
P597714,C3594,PC
P597716,C3594,PC
P597717,C3594,PC
P597718,C3594,PC
P597719,C3594,PC
P597720,C3594,PC
P597721,C3594,PC
P597722,C3594,PC
P597725,C3594,PC
P597726,C3594,PC
P597727,C3594,PC
P597728,C3594,PC
P597729,C3594,PC
P597730,C3594,PC
P597731,C3594,PC
P597733,C3594,PC
P597736,C3594,PC
P597739,C3594,PC
P597740,C3594,PC
P597741,C3594,PC
P597742,C3594,PC
P597743,C3594,PC
P597745,C3594,PC
P597749,C3594,PC
P597750,C3594,PC
P597751,C3594,PC
P597752,C3594,PC
P597754,C3594,PC
P597755,C3594,PC
P597756,C3594,PC
P597757,C3594,PC
P597758,C3594,PC
P597760,C3594,PC
P597761,C3594,PC
P597762,C3594,PC
P597763,C3594,PC
P597765,C3594,PC
P597766,C3594,PC
P597767,C3594,PC
P597769,C3594,PC
P597772,C3594,PC
P597773,C3594,PC
P597774,C3594,PC
P597776,C3594,PC
P597777,C3594,PC
P597780,C3594,PC
P597781,C3594,PC
P597782,C3594,PC
P597786,C3594,PC
P597787,C3594,PC
P597788,C3594,PC
P597792,C3594,PC
P597793,C3594,PC
P597794,C3594,PC
P597796,C3594,PC
P597797,C3594,PC
P597799,C3594,PC
P597801,C3594,PC
P597802,C3594,PC
P597803,C3594,PC
P597805,C3594,PC
P597807,C3594,PC
P597809,C3594,PC
P597810,C3594,PC
P625482,C3771,PC
P625486,C3771,PC
P625498,C3771,PC
P625500,C3771,PC
P625502,C3771,PC
P625503,C3771,PC
P625504,C3771,PC
P625507,C3771,PC
P625519,C3771,PC
P625523,C3771,PC
P625532,C3771,PC
P625534,C3771,PC
P625535,C3771,PC
P625538,C3771,PC
P625547,C3771,PC
P625561,C3771,PC
P625563,C3771,PC
P625564,C3771,PC
P625570,C3771,PC
P625577,C3771,PC
P625579,C3771,PC
P625580,C3771,PC
P625604,C3771,PC
P625606,C3771,PC
P625613,C3771,PC
P625619,C3771,PC
P625620,C3771,PC
P625623,C3771,PC
P625624,C3771,PC
P625632,C3771,PC
P625639,C3771,PC
P625644,C3771,PC
P625648,C3771,PC
P625662,C3771,PC
P625666,C3771,PC
P625689,C3771,PC
P625697,C3771,PC
P625699,C3771,PC
P625708,C3771,PC
P625716,C3771,PC
P625717,C3771,PC
P625726,C3771,PC
P625730,C3771,PC
P625731,C3771,PC
P625737,C3771,PC
P625750,C3771,PC
P625766,C3771,PC
P625767,C3771,PC
P625769,C3771,PC
P625785,C3771,PC
P625790,C3771,PC
P625799,C3771,PC
P625801,C3771,PC
P625804,C3771,PC
P625806,C3771,PC
P625814,C3771,PC
P625832,C3771,PC
P625836,C3771,PC
P625837,C3771,PC
P625847,C3771,PC
P625851,C3771,PC
P625858,C3771,PC
P625859,C3771,PC
P625863,C3771,PC
P625865,C3771,PC
P625869,C3771,PC
P625879,C3771,PC
P625882,C3771,PC
P625901,C3771,PC
P625915,C3771,PC
P625919,C3771,PC
P625920,C3771,PC
P625922,C3771,PC
P625936,C3771,PC
P625944,C3771,PC
P625947,C3771,PC
P625948,C3771,PC
P625963,C3771,PC
P625967,C3771,PC
P625970,C3771,PC
P625986,C3771,PC
P625989,C3771,PC
P626001,C3771,PC
P626010,C3771,PC
P626012,C3771,PC
P626017,C3771,PC
P626020,C3771,PC
P626024,C3771,PC
P626026,C3771,PC
P626041,C3771,PC
P626051,C3771,PC
P626087,C3771,PC
P626095,C3771,PC
P626099,C3771,PC
P626103,C3771,PC
P626104,C3771,PC
P626115,C3771,PC
P626122,C3771,PC
P626128,C3771,PC
P626135,C3771,PC
P626148,C3771,PC
P626149,C3771,PC
P626156,C3771,PC
P626157,C3771,PC
P626163,C3771,PC
P626165,C3771,PC
P626178,C3771,PC
P626180,C3771,PC
P626199,C3771,PC
P626201,C3771,PC
P626206,C3771,PC
P626209,C3771,PC
P626211,C3771,PC
P626214,C3771,PC
P626222,C3771,PC
P626226,C3771,PC
P626242,C3771,PC
P626254,C3771,PC
P626255,C3771,PC
P626257,C3771,PC
P626264,C3771,PC
P626271,C3771,PC
P626273,C3771,PC
P626280,C3771,PC
P626290,C3771,PC
P626292,C3771,PC
P626294,C3771,PC
P626302,C3771,PC
P626307,C3771,PC
P626310,C3771,PC
P626312,C3771,PC
P626313,C3771,PC
P626315,C3771,PC
P626317,C3771,PC
P626326,C3771,PC
P626339,C3771,PC
P626340,C3771,PC
P626345,C3771,PC
P626349,C3771,PC
P626371,C3771,PC
P626375,C3771,PC
P626376,C3771,PC
P626387,C3771,PC
P626391,C3771,PC
P626403,C3771,PC
P626405,C3771,PC
P626408,C3771,PC
P626419,C3771,PC
P626427,C3771,PC
P626429,C3771,PC
P626430,C3771,PC
P626438,C3771,PC
P626442,C3771,PC
P626444,C3771,PC
P626462,C3771,PC
P626469,C3771,PC
P626491,C3771,PC
P626499,C3771,PC
P626501,C3771,PC
P626505,C3771,PC
P626516,C3771,PC
P626519,C3771,PC
P626522,C3771,PC
P626526,C3771,PC
P626532,C3771,PC
P626537,C3771,PC
P626578,C3771,PC
P626580,C3771,PC
P626591,C3771,PC
P626596,C3771,PC
P626601,C3771,PC
P626607,C3771,PC
P626619,C3771,PC
P626629,C3771,PC
P626635,C3771,PC
P626637,C3771,PC
P626644,C3771,PC
P626667,C3771,PC
P626669,C3771,PC
P626680,C3771,PC
P626685,C3771,PC
P626695,C3771,PC
P626699,C3771,PC
P626707,C3771,PC
P626719,C3771,PC
P626727,C3771,PC
P626729,C3771,PC
P626734,C3771,PC
P626738,C3771,PC
P626740,C3771,PC
P626741,C3771,PC
P626744,C3771,PC
P626763,C3771,PC
P626765,C3771,PC
P626773,C3771,PC
P626782,C3771,PC
P626783,C3771,PC
P626787,C3771,PC
P626795,C3771,PC
P626801,C3771,PC
P626802,C3771,PC
P626806,C3771,PC
P626819,C3771,PC
P626820,C3771,PC
P626821,C3771,PC
P626823,C3771,PC
P626824,C3771,PC
P626828,C3771,PC
P626832,C3771,PC
P626834,C3771,PC
P626838,C3771,PC
P626839,C3771,PC
P626841,C3771,PC
P626848,C3771,PC
P626849,C3771,PC
P626851,C3771,PC
P626854,C3771,PC
P626861,C3771,PC
P626862,C3771,PC
P626863,C3771,PC
P626866,C3771,PC
P626867,C3771,PC
P626876,C3771,PC
P626881,C3771,PC
P626882,C3771,PC
P626888,C3771,PC
P626894,C3771,PC
P626898,C3771,PC
P626900,C3771,PC
P626903,C3771,PC
P626905,C3771,PC
P626906,C3771,PC
P626907,C3771,PC
P626910,C3771,PC
P626912,C3771,PC
P626913,C3771,PC
P626915,C3771,PC
P626920,C3771,PC
P626921,C3771,PC
P626926,C3771,PC
P626929,C3771,PC
P626930,C3771,PC
P626932,C3771,PC
P626935,C3771,PC
P626938,C3771,PC
P626939,C3771,PC
P626941,C3771,PC
P626945,C3771,PC
P626954,C3771,PC
P626958,C3771,PC
P626959,C3771,PC
P626975,C3771,PC
P626977,C3771,PC
P626981,C3771,PC
P626983,C3771,PC
P626984,C3771,PC
P626987,C3771,PC
P626994,C3771,PC
P627008,C3771,PC
P627015,C3771,PC
P627021,C3771,PC
P627023,C3771,PC
P627027,C3771,PC
P627029,C3771,PC
P627030,C3771,PC
P627031,C3771,PC
P627032,C3771,PC
P627034,C3771,PC
P627037,C3771,PC
P627041,C3771,PC
P627043,C3771,PC
P627045,C3771,PC
P627048,C3771,PC
P627051,C3771,PC
P627053,C3771,PC
P627056,C3771,PC
P627064,C3771,PC
P627079,C3771,PC
P627088,C3771,PC
P627091,C3771,PC
P627093,C3771,PC
P627095,C3771,PC
P627106,C3771,PC
P627108,C3771,PC
P627109,C3771,PC
P627110,C3771,PC
P627113,C3771,PC
P627126,C3771,PC
P627133,C3771,PC
P627135,C3771,PC
P627140,C3771,PC
P627142,C3771,PC
P627148,C3771,PC
P627150,C3771,PC
P627151,C3771,PC
P627152,C3771,PC
P627156,C3771,PC
P627161,C3771,PC
P627163,C3771,PC
P627164,C3771,PC
P627169,C3771,PC
P627171,C3771,PC
P627173,C3771,PC
P627174,C3771,PC
P627176,C3771,PC
P627180,C3771,PC
P627187,C3771,PC
P627191,C3771,PC
P627195,C3771,PC
P627196,C3771,PC
P627198,C3771,PC
P627200,C3771,PC
P627202,C3771,PC
P627203,C3771,PC
P627205,C3771,PC
P627211,C3771,PC
P627214,C3771,PC
P627216,C3771,PC
P627218,C3771,PC
P627221,C3771,PC
P627222,C3771,PC
P627223,C3771,PC
P627224,C3771,PC
P627234,C3771,PC
P627235,C3771,PC
P627237,C3771,PC
P627240,C3771,PC
P627242,C3771,PC
P627245,C3771,PC
P627246,C3771,PC
P627247,C3771,PC
P627248,C3771,PC
P627250,C3771,PC
P627252,C3771,PC
P627253,C3771,PC
P627255,C3771,PC
P627259,C3771,PC
P627260,C3771,PC
P627262,C3771,PC
P627279,C3771,PC
P627280,C3771,PC
P627287,C3771,PC
P654246,C4096,PC
P654248,C4096,PC
P654250,C4096,PC
P654253,C4096,PC
P654259,C4096,PC
P654260,C4096,PC
P654263,C4096,PC
P654266,C4096,PC
P654267,C4096,PC
P654268,C4096,PC
P654269,C4096,PC
P7601,T8,PT
P7601,T9,PT
P7601,T11,PT
P7601,T12,PT
P7601,T13,PT
P7604,T33,PT
P7604,T34,PT
P7604,T36,PT
P7604,T37,PT
P7604,T38,PT
P7604,T39,PT
P7604,T40,PT
P7604,T41,PT
P7605,T42,PT
P7605,T43,PT
P7605,T44,PT
P7605,T46,PT
P7605,T47,PT
P7605,T48,PT
P7605,T49,PT
P7610,T66,PT
P7610,T67,PT
P7610,T68,PT
P7610,T69,PT
P7612,T39,PT
P7612,T78,PT
P7612,T79,PT
P7612,T80,PT
P7613,T81,PT
P7613,T83,PT
P7613,T84,PT
P7613,T85,PT
P7613,T86,PT
P7613,T87,PT
P7613,T88,PT
P7621,T38,PT
P7621,T71,PT
P7621,T110,PT
P7621,T111,PT
P7621,T113,PT
P7630,T130,PT
P7630,T131,PT
P7630,T132,PT
P7630,T133,PT
P7630,T134,PT
P7631,T38,PT
P7631,T135,PT
P7631,T136,PT
P7632,T56,PT
P7632,T138,PT
P7633,T140,PT
P7633,T143,PT
P7633,T144,PT
P7637,T151,PT
P7637,T152,PT
P7637,T153,PT
